customer_id,name,loyalty_points,tier,join_date
00214,Customer 00214,448,Bronze,06/19/2024
00215,Customer 00215,723,Silver,01/16/2025
00216,Customer 00216,507,Silver,04/04/2024
00217,Customer 00217,1066,Gold,09/06/2024
00218,Customer 00218,818,Silver,02/11/2025
00219,Customer 00219,141,Bronze,07/04/2024
00220,Customer 00220,1113,Gold,07/13/2024
00221,Customer 00221,973,Silver,03/04/2024
00222,Customer 00222,296,Bronze,04/29/2024
00223,Customer 00223,515,Silver,08/18/2024
00224,Customer 00224,711,Silver,10/22/2024
00225,Customer 00225,1221,Gold,04/11/2024
00226,Customer 00226,38,Bronze,02/07/2025
00227,Customer 00227,899,Silver,08/15/2024
00228,Customer 00228,613,Silver,04/03/2024
00229,Customer 00229,1111,Gold,02/25/2024
00230,Customer 00230,1279,Gold,09/18/2024
00231,Customer 00231,1431,Gold,08/17/2024
00232,Customer 00232,1066,Gold,01/12/2024
00233,Customer 00233,868,Silver,02/23/2024
00234,Customer 00234,149,Bronze,09/11/2024
00235,Customer 00235,924,Silver,01/27/2024
00236,Customer 00236,860,Silver,10/04/2024
00237,Customer 00237,106,Bronze,09/06/2024
00238,Customer 00238,2,Bronze,05/11/2024
00239,Customer 00239,440,Bronze,09/02/2024
00240,Customer 00240,1489,Gold,11/11/2024
00241,Customer 00241,426,Bronze,08/02/2024
00242,Customer 00242,876,Silver,02/10/2025
00243,Customer 00243,26,Bronze,02/20/2024
00244,Customer 00244,1031,Gold,04/11/2024
00245,Customer 00245,505,Silver,02/28/2025
00246,Customer 00246,1390,Gold,03/19/2024
00247,Customer 00247,1469,Gold,08/17/2024
00248,Customer 00248,622,Silver,12/14/2024
00249,Customer 00249,1144,Gold,02/24/2024
00250,Customer 00250,1131,Gold,04/05/2024
00251,Customer 00251,653,Silver,05/19/2024
00252,Customer 00252,996,Silver,04/29/2024
00253,Customer 00253,457,Bronze,01/07/2025
00254,Customer 00254,271,Bronze,12/06/2024
00255,Customer 00255,723,Silver,11/21/2024
00256,Customer 00256,556,Silver,01/12/2024
00257,Customer 00257,1362,Gold,12/19/2024
00258,Customer 00258,641,Silver,05/23/2024
00259,Customer 00259,1334,Gold,03/19/2024
00260,Customer 00260,174,Bronze,03/01/2024
00261,Customer 00261,1230,Gold,01/15/2025
00262,Customer 00262,1270,Gold,02/24/2025
00263,Customer 00263,348,Bronze,01/04/2024
00264,Customer 00264,255,Bronze,01/27/2025
00265,Customer 00265,773,Silver,03/26/2024
00266,Customer 00266,1264,Gold,09/04/2024
00267,Customer 00267,383,Bronze,05/13/2024
00268,Customer 00268,1119,Gold,07/29/2024
00269,Customer 00269,470,Bronze,11/18/2024
00270,Customer 00270,331,Bronze,05/24/2024
00271,Customer 00271,1485,Gold,03/20/2024
00272,Customer 00272,1206,Gold,12/07/2024
00273,Customer 00273,917,Silver,11/17/2024
00274,Customer 00274,1289,Gold,07/13/2024
00275,Customer 00275,1325,Gold,09/13/2024
00276,Customer 00276,102,Bronze,04/25/2024
00277,Customer 00277,727,Silver,11/01/2024
00278,Customer 00278,313,Bronze,07/09/2024
00279,Customer 00279,904,Silver,02/12/2024
00280,Customer 00280,571,Silver,08/10/2024
00281,Customer 00281,836,Silver,10/10/2024
00282,Customer 00282,1153,Gold,01/31/2025
00283,Customer 00283,873,Silver,01/23/2025
00284,Customer 00284,856,Silver,09/25/2024
00285,Customer 00285,1349,Gold,04/18/2024
00286,Customer 00286,519,Silver,01/06/2024
00287,Customer 00287,737,Silver,02/19/2025
00288,Customer 00288,587,Silver,07/09/2024
00289,Customer 00289,718,Silver,05/29/2024
00290,Customer 00290,102,Bronze,01/31/2025
00291,Customer 00291,1327,Gold,12/29/2024
00292,Customer 00292,595,Silver,12/06/2024
00293,Customer 00293,914,Silver,02/16/2025
00294,Customer 00294,1143,Gold,06/24/2024
00295,Customer 00295,22,Bronze,01/05/2024
00296,Customer 00296,819,Silver,09/27/2024
00297,Customer 00297,687,Silver,06/17/2024
00298,Customer 00298,1171,Gold,08/13/2024
00299,Customer 00299,79,Bronze,02/05/2024
00300,Customer 00300,278,Bronze,04/08/2024
00301,Customer 00301,472,Bronze,01/06/2024
00302,Customer 00302,801,Silver,11/22/2024
00303,Customer 00303,1454,Gold,09/16/2024
00304,Customer 00304,239,Bronze,10/18/2024
00305,Customer 00305,357,Bronze,12/26/2024
00306,Customer 00306,1347,Gold,09/23/2024
00307,Customer 00307,238,Bronze,02/24/2025
00308,Customer 00308,635,Silver,08/08/2024
00309,Customer 00309,1330,Gold,08/08/2024
00310,Customer 00310,628,Silver,08/12/2024
00311,Customer 00311,245,Bronze,08/09/2024
00312,Customer 00312,564,Silver,07/16/2024
00313,Customer 00313,400,Bronze,06/19/2024
00314,Customer 00314,803,Silver,04/25/2024
00315,Customer 00315,1392,Gold,12/21/2024
00316,Customer 00316,77,Bronze,05/08/2024
00317,Customer 00317,366,Bronze,01/04/2025
00318,Customer 00318,582,Silver,02/10/2025
00319,Customer 00319,1125,Gold,06/03/2024
00320,Customer 00320,15,Bronze,01/12/2025
00321,Customer 00321,1087,Gold,11/15/2024
00322,Customer 00322,522,Silver,02/13/2025
00323,Customer 00323,994,Silver,11/11/2024
00324,Customer 00324,107,Bronze,09/22/2024
00325,Customer 00325,1293,Gold,07/01/2024
00326,Customer 00326,722,Silver,07/25/2024
00327,Customer 00327,244,Bronze,06/27/2024
00328,Customer 00328,1381,Gold,03/14/2024
00329,Customer 00329,635,Silver,01/15/2024
00330,Customer 00330,750,Silver,01/09/2024
00331,Customer 00331,846,Silver,10/01/2024
00332,Customer 00332,1458,Gold,01/21/2024
00333,Customer 00333,246,Bronze,08/05/2024
00334,Customer 00334,1196,Gold,05/05/2024
00335,Customer 00335,856,Silver,05/17/2024
00336,Customer 00336,796,Silver,09/13/2024
00337,Customer 00337,565,Silver,07/13/2024
00338,Customer 00338,2,Bronze,06/04/2024
00339,Customer 00339,863,Silver,05/09/2024
00340,Customer 00340,875,Silver,02/17/2024
00341,Customer 00341,1082,Gold,06/05/2024
00342,Customer 00342,309,Bronze,08/17/2024
00343,Customer 00343,329,Bronze,03/15/2024
00344,Customer 00344,1262,Gold,08/18/2024
00345,Customer 00345,177,Bronze,08/12/2024
00346,Customer 00346,152,Bronze,01/16/2025
00347,Customer 00347,1113,Gold,11/23/2024
00348,Customer 00348,1390,Gold,12/15/2024
00349,Customer 00349,492,Bronze,05/12/2024
00350,Customer 00350,414,Bronze,04/07/2024
00351,Customer 00351,651,Silver,06/10/2024
00352,Customer 00352,1419,Gold,07/10/2024
00353,Customer 00353,713,Silver,02/25/2025
00354,Customer 00354,1131,Gold,07/17/2024
00355,Customer 00355,1387,Gold,05/21/2024
00356,Customer 00356,1427,Gold,10/19/2024
00357,Customer 00357,1017,Gold,01/11/2025
00358,Customer 00358,459,Bronze,04/02/2024
00359,Customer 00359,1076,Gold,04/28/2024
00360,Customer 00360,632,Silver,02/01/2025
00361,Customer 00361,1049,Gold,12/20/2024
00362,Customer 00362,1354,Gold,07/25/2024
00363,Customer 00363,1083,Gold,04/16/2024
00364,Customer 00364,70,Bronze,01/12/2024
00365,Customer 00365,994,Silver,02/25/2025
00366,Customer 00366,638,Silver,11/04/2024
00367,Customer 00367,1182,Gold,03/16/2024
00368,Customer 00368,493,Bronze,12/23/2024
00369,Customer 00369,28,Bronze,11/21/2024
00370,Customer 00370,521,Silver,07/27/2024
00371,Customer 00371,871,Silver,06/01/2024
00372,Customer 00372,1474,Gold,02/21/2025
00373,Customer 00373,107,Bronze,01/15/2024
00374,Customer 00374,937,Silver,02/15/2025
00375,Customer 00375,1146,Gold,07/27/2024
00376,Customer 00376,367,Bronze,12/14/2024
00377,Customer 00377,806,Silver,04/13/2024
00378,Customer 00378,50,Bronze,05/29/2024
00379,Customer 00379,974,Silver,03/31/2024
00380,Customer 00380,1073,Gold,04/24/2024
00381,Customer 00381,519,Silver,03/24/2024
00382,Customer 00382,382,Bronze,12/01/2024
00383,Customer 00383,940,Silver,10/29/2024
00384,Customer 00384,1458,Gold,01/17/2024
00385,Customer 00385,811,Silver,01/13/2024
00386,Customer 00386,969,Silver,12/31/2024
00387,Customer 00387,1096,Gold,01/27/2025
00388,Customer 00388,1368,Gold,11/21/2024
00389,Customer 00389,533,Silver,12/25/2024
00390,Customer 00390,201,Bronze,02/10/2024
00391,Customer 00391,358,Bronze,09/04/2024
00392,Customer 00392,126,Bronze,03/25/2024
00393,Customer 00393,744,Silver,06/01/2024
00394,Customer 00394,59,Bronze,04/20/2024
00395,Customer 00395,300,Bronze,09/07/2024
00396,Customer 00396,838,Silver,01/13/2024
00397,Customer 00397,926,Silver,05/30/2024
00398,Customer 00398,961,Silver,05/04/2024
00399,Customer 00399,1073,Gold,02/12/2025
00400,Customer 00400,349,Bronze,05/04/2024
00401,Customer 00401,600,Silver,12/25/2024
00402,Customer 00402,88,Bronze,08/14/2024
00403,Customer 00403,481,Bronze,07/22/2024
00404,Customer 00404,641,Silver,04/19/2024
00405,Customer 00405,343,Bronze,02/22/2024
00406,Customer 00406,487,Bronze,07/29/2024
00407,Customer 00407,431,Bronze,02/23/2025
00408,Customer 00408,7,Bronze,01/05/2025
00409,Customer 00409,1121,Gold,03/17/2024
00410,Customer 00410,1468,Gold,09/25/2024
00411,Customer 00411,546,Silver,02/24/2025
00412,Customer 00412,303,Bronze,12/05/2024
00413,Customer 00413,301,Bronze,04/27/2024
00414,Customer 00414,412,Bronze,08/17/2024
00415,Customer 00415,965,Silver,10/31/2024
00416,Customer 00416,925,Silver,10/06/2024
00417,Customer 00417,494,Bronze,08/18/2024
00418,Customer 00418,741,Silver,09/10/2024
00419,Customer 00419,899,Silver,04/07/2024
00420,Customer 00420,1290,Gold,02/17/2025
00421,Customer 00421,282,Bronze,07/07/2024
00422,Customer 00422,269,Bronze,07/10/2024
00423,Customer 00423,1298,Gold,10/01/2024
00424,Customer 00424,559,Silver,04/22/2024
00425,Customer 00425,435,Bronze,03/27/2024
00426,Customer 00426,738,Silver,10/16/2024
00427,Customer 00427,553,Silver,08/09/2024
00428,Customer 00428,289,Bronze,08/05/2024
00429,Customer 00429,258,Bronze,03/17/2024
00430,Customer 00430,454,Bronze,08/01/2024
00431,Customer 00431,525,Silver,02/04/2025
00432,Customer 00432,235,Bronze,08/01/2024
00433,Customer 00433,447,Bronze,06/18/2024
00434,Customer 00434,1441,Gold,10/28/2024
00435,Customer 00435,1075,Gold,04/17/2024
00436,Customer 00436,476,Bronze,03/03/2024
00437,Customer 00437,930,Silver,08/22/2024
00438,Customer 00438,709,Silver,02/22/2025
00439,Customer 00439,380,Bronze,02/27/2025
00440,Customer 00440,974,Silver,02/17/2025
00441,Customer 00441,359,Bronze,01/23/2024
00442,Customer 00442,607,Silver,01/31/2024
00443,Customer 00443,1385,Gold,10/09/2024
00444,Customer 00444,83,Bronze,02/11/2025
00445,Customer 00445,657,Silver,07/07/2024
00446,Customer 00446,657,Silver,12/14/2024
00447,Customer 00447,1018,Gold,05/18/2024
00448,Customer 00448,832,Silver,03/15/2024
00449,Customer 00449,260,Bronze,12/24/2024
00450,Customer 00450,64,Bronze,01/03/2024
00451,Customer 00451,865,Silver,09/12/2024
00452,Customer 00452,278,Bronze,06/15/2024
00453,Customer 00453,288,Bronze,10/15/2024
00454,Customer 00454,344,Bronze,05/15/2024
00455,Customer 00455,339,Bronze,08/20/2024
00456,Customer 00456,1360,Gold,03/10/2024
00457,Customer 00457,1410,Gold,08/26/2024
00458,Customer 00458,1013,Gold,07/27/2024
00459,Customer 00459,788,Silver,01/01/2025
00460,Customer 00460,862,Silver,11/01/2024
00461,Customer 00461,1032,Gold,01/10/2024
00462,Customer 00462,1364,Gold,10/14/2024
00463,Customer 00463,513,Silver,03/10/2024
00464,Customer 00464,1332,Gold,12/30/2024
00465,Customer 00465,972,Silver,06/10/2024
00466,Customer 00466,1171,Gold,01/09/2025
00467,Customer 00467,1439,Gold,07/13/2024
00468,Customer 00468,1158,Gold,02/03/2025
00469,Customer 00469,1181,Gold,08/14/2024
00470,Customer 00470,601,Silver,12/30/2024
00471,Customer 00471,248,Bronze,09/03/2024
00472,Customer 00472,1312,Gold,02/02/2024
00473,Customer 00473,1318,Gold,01/02/2025
00474,Customer 00474,969,Silver,01/27/2025
00475,Customer 00475,987,Silver,01/26/2025
00476,Customer 00476,754,Silver,12/18/2024
00477,Customer 00477,90,Bronze,03/28/2024
00478,Customer 00478,1248,Gold,02/10/2025
00479,Customer 00479,199,Bronze,01/23/2024
00480,Customer 00480,54,Bronze,01/13/2025
00481,Customer 00481,545,Silver,12/21/2024
00482,Customer 00482,322,Bronze,12/28/2024
00483,Customer 00483,941,Silver,05/20/2024
00484,Customer 00484,515,Silver,08/28/2024
00485,Customer 00485,1240,Gold,01/10/2024
00486,Customer 00486,1479,Gold,05/18/2024
00487,Customer 00487,1078,Gold,10/19/2024
00488,Customer 00488,1011,Gold,09/19/2024
00489,Customer 00489,1212,Gold,08/04/2024
00490,Customer 00490,1260,Gold,09/28/2024
00491,Customer 00491,1040,Gold,07/15/2024
00492,Customer 00492,118,Bronze,01/15/2025
00493,Customer 00493,861,Silver,03/19/2024
00494,Customer 00494,1326,Gold,01/19/2025
00495,Customer 00495,1423,Gold,01/16/2025
00496,Customer 00496,499,Bronze,02/08/2024
00497,Customer 00497,269,Bronze,07/19/2024
00498,Customer 00498,514,Silver,04/12/2024
00499,Customer 00499,879,Silver,01/14/2024
00500,Customer 00500,13,Bronze,02/16/2024
00501,Customer 00501,290,Bronze,11/24/2024
00502,Customer 00502,1151,Gold,07/09/2024
00503,Customer 00503,772,Silver,02/05/2024
00504,Customer 00504,1365,Gold,07/10/2024
00505,Customer 00505,97,Bronze,11/27/2024
00506,Customer 00506,124,Bronze,05/08/2024
00507,Customer 00507,728,Silver,11/21/2024
00508,Customer 00508,373,Bronze,01/21/2025
00509,Customer 00509,1114,Gold,09/14/2024
00510,Customer 00510,1470,Gold,01/04/2024
00511,Customer 00511,1163,Gold,03/06/2024
00512,Customer 00512,561,Silver,11/22/2024
00513,Customer 00513,158,Bronze,02/28/2025
00514,Customer 00514,769,Silver,01/05/2025
00515,Customer 00515,459,Bronze,05/26/2024
00516,Customer 00516,1097,Gold,02/08/2025
00517,Customer 00517,1012,Gold,03/06/2024
00518,Customer 00518,894,Silver,05/26/2024
00519,Customer 00519,453,Bronze,03/06/2024
00520,Customer 00520,302,Bronze,07/14/2024
00521,Customer 00521,571,Silver,12/13/2024
00522,Customer 00522,349,Bronze,08/20/2024
00523,Customer 00523,595,Silver,06/18/2024
00524,Customer 00524,806,Silver,08/06/2024
00525,Customer 00525,345,Bronze,02/08/2024
00526,Customer 00526,437,Bronze,04/21/2024
00527,Customer 00527,552,Silver,09/15/2024
00528,Customer 00528,624,Silver,02/08/2024
00529,Customer 00529,588,Silver,07/10/2024
00530,Customer 00530,1021,Gold,02/20/2024
00531,Customer 00531,222,Bronze,08/21/2024
00532,Customer 00532,811,Silver,06/03/2024
00533,Customer 00533,211,Bronze,01/10/2025
00534,Customer 00534,1303,Gold,01/06/2024
00535,Customer 00535,576,Silver,09/05/2024
00536,Customer 00536,1339,Gold,02/28/2025
00537,Customer 00537,637,Silver,05/07/2024
00538,Customer 00538,89,Bronze,04/02/2024
00539,Customer 00539,459,Bronze,04/19/2024
00540,Customer 00540,510,Silver,09/11/2024
00541,Customer 00541,350,Bronze,11/24/2024
00542,Customer 00542,15,Bronze,09/15/2024
00543,Customer 00543,1331,Gold,12/03/2024
00544,Customer 00544,675,Silver,06/02/2024
00545,Customer 00545,306,Bronze,03/02/2024
00546,Customer 00546,668,Silver,11/03/2024
00547,Customer 00547,1382,Gold,07/29/2024
00548,Customer 00548,1212,Gold,07/12/2024
00549,Customer 00549,830,Silver,09/25/2024
00550,Customer 00550,529,Silver,07/26/2024
00551,Customer 00551,796,Silver,05/27/2024
00552,Customer 00552,699,Silver,03/31/2024
00553,Customer 00553,145,Bronze,05/20/2024
00554,Customer 00554,370,Bronze,05/13/2024
00555,Customer 00555,197,Bronze,05/06/2024
00556,Customer 00556,1414,Gold,05/14/2024
00557,Customer 00557,1380,Gold,01/02/2024
00558,Customer 00558,1059,Gold,03/19/2024
00559,Customer 00559,1430,Gold,10/07/2024
00560,Customer 00560,749,Silver,01/23/2025
00561,Customer 00561,601,Silver,02/11/2024
00562,Customer 00562,958,Silver,01/27/2025
00563,Customer 00563,287,Bronze,11/16/2024
00564,Customer 00564,1336,Gold,05/27/2024
00565,Customer 00565,241,Bronze,06/22/2024
00566,Customer 00566,23,Bronze,02/06/2024
00567,Customer 00567,661,Silver,12/27/2024
00568,Customer 00568,1367,Gold,07/28/2024
00569,Customer 00569,1013,Gold,04/04/2024
00570,Customer 00570,1192,Gold,04/22/2024
00571,Customer 00571,1158,Gold,05/02/2024
00572,Customer 00572,904,Silver,08/17/2024
00573,Customer 00573,1035,Gold,12/15/2024
00574,Customer 00574,562,Silver,02/26/2024
00575,Customer 00575,320,Bronze,05/14/2024
00576,Customer 00576,475,Bronze,09/12/2024
00577,Customer 00577,1434,Gold,03/25/2024
00578,Customer 00578,1101,Gold,05/09/2024
00579,Customer 00579,959,Silver,01/20/2024
00580,Customer 00580,126,Bronze,08/23/2024
00581,Customer 00581,1386,Gold,11/13/2024
00582,Customer 00582,1048,Gold,03/31/2024
00583,Customer 00583,906,Silver,01/03/2025
00584,Customer 00584,488,Bronze,09/17/2024
00585,Customer 00585,481,Bronze,07/23/2024
00586,Customer 00586,197,Bronze,02/23/2025
00587,Customer 00587,78,Bronze,01/23/2025
00588,Customer 00588,760,Silver,11/02/2024
00589,Customer 00589,1345,Gold,05/08/2024
